species,location,ID,sex,reproduction,roost_name,roost_type,year,date_time,Tb,Ta
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 21:20,24.77460934,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 21:30,24.07698573,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 21:40,23.85333482,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 21:50,23.65748397,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 22:00,22.87269253,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 22:10,22.95687961,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 22:20,22.33896907,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 22:30,22.73232831,17.587
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 22:40,21.97327639,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 22:50,23.4614909,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 23:00,,17.086
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 23:10,,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 23:20,,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 23:30,32.97838941,16.586
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 23:40,33.4753185,16.085
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 23:50,33.94329206,15.584
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 0:00,33.81358058,15.584
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 0:10,34.5884801,15.084
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 0:20,,14.583
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 0:30,,14.082
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 0:40,,13.581
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 0:50,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 1:00,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 1:10,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 1:20,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 1:30,,12.079
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 1:40,,11.578
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 1:50,,11.578
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 2:00,,11.578
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 2:10,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 2:20,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 2:30,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 2:40,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 2:50,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 3:00,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 3:10,,11.077
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 3:20,,11.578
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 3:30,,11.578
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 3:40,,12.079
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 3:50,,12.579
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 4:00,,13.08
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,6/06/2020 4:10,,13.08
